"Taxon","Treatment","Season","Replicate","Substrate","Date","Insect","Origin","Higher.classification","Order","Family","Common.name","Biomass"
"Polypedilum","Disturbed","Summer19","1","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",1.101574929
"Polypedilum","Disturbed","Summer19","2","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",1.292102169
"Polypedilum","Disturbed","Summer19","3","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",0.40571725
"Polypedilum","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polypedilum","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polypedilum","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polypedilum","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polypedilum","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polypedilum","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polypedilum","Relic Channel","Spring20","1","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",3.32854921
"Polypedilum","Relic Channel","Spring20","2","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",0.053286267
"Polypedilum","Relic Channel","Spring20","3","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",0
"Polypedilum","Relic Channel","Summer19","1","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",12.58302217
"Polypedilum","Relic Channel","Summer19","2","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",12.16033747
"Polypedilum","Relic Channel","Summer19","3","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",10.88541172
"Polypedilum","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polypedilum","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polypedilum","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Disturbed","Summer19","1","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0
"Potthastia gaedii group","Disturbed","Summer19","2","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",1.199970213
"Potthastia gaedii group","Disturbed","Summer19","3","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0
"Potthastia gaedii group","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Relic Channel","Summer19","1","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",1.113875775
"Potthastia gaedii group","Relic Channel","Summer19","2","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0
"Potthastia gaedii group","Relic Channel","Summer19","3","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0
"Potthastia gaedii group","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia gaedii group","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia longimana group","Disturbed","Fall19","1","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0.106572535
"Potthastia longimana group","Disturbed","Fall19","2","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0
"Potthastia longimana group","Disturbed","Fall19","3","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0
"Potthastia longimana group","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia longimana group","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia longimana group","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia longimana group","Disturbed","Summer19","1","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0
"Potthastia longimana group","Disturbed","Summer19","2","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0.124016446
"Potthastia longimana group","Disturbed","Summer19","3","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0
"Potthastia longimana group","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia longimana group","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia longimana group","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia longimana group","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0.018441
"Potthastia longimana group","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0
"Potthastia longimana group","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0
"Potthastia longimana group","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia longimana group","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia longimana group","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia longimana group","Relic Channel","Summer19","1","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",1.134468659
"Potthastia longimana group","Relic Channel","Summer19","2","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",0
"Potthastia longimana group","Relic Channel","Summer19","3","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",1.405971156
"Potthastia longimana group","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia longimana group","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potthastia longimana group","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Disturbed","Fall19","1","Submerged Wood","2019-10-16","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.08851
"Protzia","Disturbed","Fall19","2","Submerged Wood","2019-10-16","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.26553
"Protzia","Disturbed","Fall19","3","Submerged Wood","2019-10-16","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.1177183
"Protzia","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.35404
"Protzia","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Protzia","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Protzia","Relic Channel","Spring20","1","Submerged Wood","2020-05-07","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.6434677
"Protzia","Relic Channel","Spring20","2","Submerged Wood","2020-05-07","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.840664462
"Protzia","Relic Channel","Spring20","3","Submerged Wood","2020-05-07","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Protzia","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protzia","Relic Channel","Winter20","1","Submerged Wood","2020-02-25","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Protzia","Relic Channel","Winter20","2","Submerged Wood","2020-02-25","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.0848
"Protzia","Relic Channel","Winter20","3","Submerged Wood","2020-02-25","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0
"Psychoglypha bella","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Disturbed","Winter20","1","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",2.011171073
"Psychoglypha bella","Disturbed","Winter20","2","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",0
"Psychoglypha bella","Disturbed","Winter20","3","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",0
"Psychoglypha bella","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psychoglypha bella","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheocricotopus","Disturbed","Fall19","1","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Disturbed","Fall19","2","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Disturbed","Fall19","3","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.02452653
"Rheocricotopus","Disturbed","Spring20","1","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Disturbed","Spring20","2","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.11313057
"Rheocricotopus","Disturbed","Spring20","3","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheocricotopus","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheocricotopus","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheocricotopus","Disturbed","Winter20","1","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Disturbed","Winter20","2","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.226261139
"Rheocricotopus","Disturbed","Winter20","3","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.11313057
"Rheocricotopus","Relic Channel","Spring20","1","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",4.112296203
"Rheocricotopus","Relic Channel","Spring20","2","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.166416837
"Rheocricotopus","Relic Channel","Spring20","3","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Relic Channel","Summer19","1","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.0295056
"Rheocricotopus","Relic Channel","Summer19","2","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Relic Channel","Summer19","3","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Relic Channel","Winter20","1","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Relic Channel","Winter20","2","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0
"Rheocricotopus","Relic Channel","Winter20","3","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.163368676
"Rheotanytarsus","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheotanytarsus","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheotanytarsus","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheotanytarsus","Disturbed","Spring20","1","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.235659537
"Rheotanytarsus","Disturbed","Spring20","2","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.184857837
"Rheotanytarsus","Disturbed","Spring20","3","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.31308021
"Rheotanytarsus","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheotanytarsus","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheotanytarsus","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheotanytarsus","Disturbed","Winter20","1","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0
"Rheotanytarsus","Disturbed","Winter20","2","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.018441
"Rheotanytarsus","Disturbed","Winter20","3","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0
"Rheotanytarsus","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.202851003
"Rheotanytarsus","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.40571725
"Rheotanytarsus","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.110646002
"Rheotanytarsus","Relic Channel","Spring20","1","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",2.854768886
"Rheotanytarsus","Relic Channel","Spring20","2","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.445964243
"Rheotanytarsus","Relic Channel","Spring20","3","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0
"Rheotanytarsus","Relic Channel","Summer19","1","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.181008911
"Rheotanytarsus","Relic Channel","Summer19","2","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0
"Rheotanytarsus","Relic Channel","Summer19","3","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0
"Rheotanytarsus","Relic Channel","Winter20","1","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.308267629
"Rheotanytarsus","Relic Channel","Winter20","2","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.068720736
"Rheotanytarsus","Relic Channel","Winter20","3","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.113075355
"Rhithrogena","Disturbed","Fall19","1","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",3.833012441
"Rhithrogena","Disturbed","Fall19","2","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0
"Rhithrogena","Disturbed","Fall19","3","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",4.792027051
"Rhithrogena","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0
"Rhithrogena","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.37164831
"Rhithrogena","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0
"Rhithrogena","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhithrogena","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Relic Channel","Spring20","1","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",0
"Rhyacophila alberta group","Relic Channel","Spring20","2","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",1.406587542
"Rhyacophila alberta group","Relic Channel","Spring20","3","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",0
"Rhyacophila alberta group","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila alberta group","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila angelita group","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila angelita group","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhyacophila angelita group","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
