Taxon,Stage,Insect?,Higher classification,Origin,Order,Family,Common name,BCG Attribute,Feeding Group,CA feeding group,Habit,Tolerance,WY HBI,PSSB tolerance,CA tolerance,Metals tolerance,BCI TV,PSSB long-lived,Voltinism,Development,Occurrence in drift,Size at maturity,Rheophily,Thermal preference,a,b
Ephemera,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Ephemeridae,mayflies,0,CG,CG,BU,MT,4,0,6,11,36,0,1,2,1,2,1,3,0.0034,2.764
Ephemera compar,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Ephemeridae,mayflies,0,CG,CG,BU,MT,4,0,6,11,36,0,1,2,1,2,1,3,0.0034,2.764
Ephemera simulans,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Ephemeridae,mayflies,0,CG,CG,BU,MT,4,0,6,11,36,0,1,2,1,2,1,3,0.0034,2.764
Hexagenia,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Ephemeridae,mayflies,0,CG,CG,BU,MT,6,0,6,11,36,0,1,2,1,2,1,3,0.0034,2.764
Hexagenia bilineata,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Ephemeridae,mayflies,0,CG,CG,BU,MT,6,0,6,11,36,0,1,2,1,2,1,3,0.0034,2.764
Hexagenia limbata,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Ephemeridae,mayflies,0,CG,CG,BU,MT,6,0,6,11,36,0,1,2,1,2,1,3,0.0034,2.764
Heptageniidae,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,0,4,0,4,11,48,0,2,1,2,2,2,2,0.0108,2.754
Heptageniidae,A,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,0,4,0,4,11,48,0,2,1,2,2,2,2,0.014,2.49
Heptageniidae-riverine,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,4,SC,SC,CL,MT,4,0,4,11,48,0,2,1,2,2,2,3,0.0108,2.754
Heptageniidae-stream,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,0,4,0,4,11,48,0,2,1,2,2,2,2,0.0108,2.754
Heptageniidae-stream,A,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,0,4,0,4,11,48,0,2,1,2,2,2,2,0.014,2.49
Afghanurus criddlei,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,0,4,0,4,11,48,0,3,1,2,2,2,2,0.0108,2.754
Cinygma,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,4,SC,SC,CL,0,2,0,2,11,48,0,2,1,2,2,2,2,0.0108,2.754
Cinygmula,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,0,4,0,4,11,21,0,2,1,2,2,3,1,0.0108,2.754
Ecdyonurus criddlei,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,0,4,0,4,11,48,0,3,1,2,2,2,2,0.0108,2.754
Ecdyonurus simplicioides,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,0,SC,SC,CL,MT,4,0,4,11,48,0,3,1,2,2,2,3,0.0108,2.754
Epeorus,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,0,0,0,0,11,21,0,2,1,1,2,3,1,0.0108,2.754
Epeorus albertae group,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,0,1,0,0,11,21,0,2,1,1,2,3,2,0.0108,2.754
Epeorus deceptivus,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,2,SC,SC,CL,HI,0,0,0,11,21,0,2,2,1,2,3,1,0.0108,2.754
Epeorus grandis group,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,2,SC,SC,CL,HI,0,0,0,11,21,0,2,2,1,2,3,1,0.0108,2.754
Epeorus longimanus,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,MI,0,0,0,11,21,0,2,1,1,2,3,1,0.0108,2.754
Epeorus longimanus group,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,MI,0,0,0,11,21,0,2,1,1,2,3,1,0.0108,2.754
Heptagenia,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,4,SC,SC,CL,MT,4,0,4,11,48,0,3,1,2,2,2,2,0.0108,2.754
Ironodes,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,0,2,0,3,11,48,0,2,1,2,2,2,2,0.0108,2.754
Leucrocuta,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,MT,1,0,3,11,48,0,2,1,2,2,2,3,0.0108,2.754
Maccaffertium,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,4,SC,SC,CL,MT,6,0,4,11,48,0,3,1,2,2,2,3,0.0108,2.754
Maccaffertium terminatum,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,4,SC,SC,CL,MT,6,0,4,1,48,0,3,1,2,2,2,3,0.0108,2.754
Nixe,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,0,SC,SC,CL,MT,4,0,4,11,48,0,2,1,2,2,2,3,0.0108,2.754
Raptoheptagenia cruentata,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,0,PR,PR,CL,0,11,0,4,11,48,0,2,1,1,2,2,2,0.0108,2.754
Rhithrogena,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,3,SC,SC,CL,0,0,0,0,2,21,0,2,1,2,2,3,2,0.0108,2.754
Stenacron,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,0,SC,SC,CL,MT,4,0,4,11,48,0,3,1,2,2,2,3,0.0108,2.754
Stenonema,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Heptageniidae,mayflies,0,SC,SC,CL,MT,5,0,4,11,48,0,3,1,2,2,2,3,0.0108,2.754
Isonychia,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Isonychiidae,mayflies,3,CF,CF,CL,0,2,0,2,11,48,0,3,2,3,3,3,2,0.0031,3.043
Leptohyphidae,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptohyphidae,mayflies,0,CG,CG,SP,0,7,0,4,11,108,0,3,1,2,1,2,2,0.0061,3.194
Leptohyphidae,A,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptohyphidae,mayflies,0,CG,CG,SP,0,7,0,4,11,108,0,3,1,2,1,2,2,0.014,2.49
Allenhyphes vescus,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptohyphidae,mayflies,0,CG,CG,SP,0,7,0,4,11,108,0,3,1,2,1,2,2,0.0061,3.194
Asioplax,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptohyphidae,mayflies,0,CG,CG,SP,0,7,0,4,11,108,0,3,1,2,1,2,2,0.0061,3.194
Asioplax edmundsi,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptohyphidae,mayflies,0,CG,CG,SP,0,7,0,4,11,108,0,3,1,2,1,2,2,0.0061,3.194
Homoleptohyphes,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptohyphidae,mayflies,0,CG,CG,SP,MT,7,0,4,11,108,0,3,1,2,1,2,2,0.0061,3.194
Tricorythodes,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptohyphidae,mayflies,4,CG,CG,SP,MT,7,0,4,4,108,0,3,1,2,1,2,2,0.0061,3.194
Tricorythodes,A,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptohyphidae,mayflies,4,CG,CG,SP,MT,7,0,4,4,108,0,3,1,2,1,2,2,0.014,2.49
Tricorythodes explicatus,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptohyphidae,mayflies,4,CG,CG,SP,MT,7,0,4,4,108,0,3,1,2,1,2,2,0.0061,3.194
Vacupernius,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptohyphidae,mayflies,0,CG,CG,SP,0,7,0,4,11,108,0,3,1,2,1,2,2,0.0061,3.194
Leptophlebiidae,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,3,CG,CG,SP,MT,6,0,2,11,36,0,2,1,2,1,2,2,0.0047,2.686
Atalophlebiinae,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,0,CG,CG,SP,MT,7,0,2,11,36,0,2,1,2,1,2,3,0.0047,2.686
Leptophlebiinae,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,4,CG,CG,SP,0,4,0,4,11,24,0,2,1,2,1,2,2,0.0047,2.686
Choroterpes,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,0,CG,CG,SP,MT,7,0,2,11,36,0,2,1,2,1,2,3,0.0047,2.686
Farrodes,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,0,CG,CG,CL,0,6,0,2,11,36,0,2,1,2,1,2,3,0.0047,2.686
Leptophlebia,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,0,CG,CG,SP,MT,4,0,2,11,24,0,2,1,2,1,2,3,0.0047,2.686
Neochoroterpes,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,0,CG,CG,CL,MT,6,0,2,11,36,0,2,1,2,1,2,3,0.0047,2.686
Neoleptophlebia,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,4,CG,CG,SP,0,4,0,4,1,24,0,2,1,2,1,2,2,0.0047,2.686
Neoleptophlebia/Paraleptophlebia,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,4,CG,CG,SP,0,4,0,4,1,24,0,2,1,2,1,2,2,0.0047,2.686
Paraleptophlebia,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,4,CG,CG,SP,0,4,0,4,1,24,0,2,1,2,1,2,2,0.0047,2.686
Paraleptophlebia,A,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,4,CG,CG,SP,0,4,0,4,1,24,0,2,1,2,1,2,2,0.014,2.49
Paraleptophlebia bicornuta group,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,3,CG,CG,SP,MT,4,0,4,1,24,0,2,1,2,1,1,2,0.0047,2.686
Paraleptophlebia bicornuta group,A,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,3,CG,CG,SP,0,4,0,4,1,24,0,2,1,2,1,2,2,0.014,2.49
Thraulodes,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,0,CG,CG,CL,MT,6,0,2,11,36,0,2,1,2,1,2,2,0.0047,2.686
Traverella,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Leptophlebiidae,mayflies,0,CG,CG,CL,MT,6,0,2,11,36,0,2,1,2,1,2,2,0.0047,2.686
Ephoron album,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Polymitarcyidae,mayflies,0,CG,CG,BU,MT,2,0,7,11,36,0,2,2,1,2,2,3,0.0034,2.764
Parameletus,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Siphlonuridae,mayflies,0,CG,CG,SP,0,7,0,7,11,72,0,2,2,2,2,1,2,0.0027,3.446
Siphlonurus,L,insect,Arthropoda: Insecta,Aquatic,Ephemeroptera,Siphlonuridae,mayflies,4,CG,CG,SP,MT,7,0,7,11,72,0,2,2,2,2,1,2,0.0027,3.446
Plecoptera,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,x,stoneflies,0,UN,UN,UN,0,11,0,11,11,110,0,0,0,0,0,0,0,0.26,1.69
Plecoptera,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,x,stoneflies,0,UN,UN,UN,0,11,0,0,11,110,0,0,0,0,0,0,0,0.0094,2.754
Capniidae,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Capniidae,stoneflies,3,SH,SH,SP,MI,1,0,1,0,32,0,2,1,1,2,2,1,0.0049,2.562
Capniidae,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Capniidae,stoneflies,3,SH,SH,SP,MI,1,0,1,0,32,0,2,1,1,2,2,1,0.26,1.69
Capnia,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Capniidae,stoneflies,0,SH,SH,SP,MI,3,0,1,0,32,0,2,1,2,2,2,1,0.0049,2.562
Eucapnopsis brevicauda,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Capniidae,stoneflies,0,SH,SH,SP,MI,3,0,1,0,18,0,2,1,1,2,2,1,0.0049,2.562
Mesocapnia,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Capniidae,stoneflies,0,SH,SH,SP,MI,1,0,1,0,32,0,2,1,1,2,2,1,0.0049,2.562
Utacapnia,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Capniidae,stoneflies,0,SH,SH,SP,MI,1,0,1,0,18,0,2,1,1,2,2,1,0.0049,2.562
Chloroperlidae,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,3,PR,PR,BU,0,1,0,1,2,24,0,2,2,1,2,2,2,0.0065,2.724
Chloroperlidae,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,3,PR,PR,BU,0,1,0,1,2,24,0,2,2,1,2,2,2,0.005,2.732
Alloperla,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,0,PR,PR,BU,0,3,0,1,2,24,0,2,2,2,2,2,1,0.0065,2.724
Bisancora,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,0,PR,PR,BU,0,3,0,1,2,24,0,2,2,1,2,2,2,0.0065,2.724
Haploperla,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,0,PR,PR,BU,MI,3,0,1,2,24,0,2,2,3,2,2,2,0.0065,2.724
Kathroperla,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,2,PR,PR,BU,MI,1,0,0,2,24,0,1,2,1,3,2,1,0.0065,2.724
Paraperla,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,2,PR,PR,BU,MI,1,0,0,2,24,0,1,2,1,2,2,1,0.0065,2.724
Plumiperla,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,0,PR,PR,BU,0,3,0,1,2,24,0,2,2,2,2,2,1,0.0065,2.724
Sasquaperla hoopa,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,0,PR,PR,BU,MI,3,0,1,2,24,0,2,2,1,2,2,1,0.0065,2.724
Suwallini,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,3,PR,PR,BU,0,1,0,1,2,24,0,2,2,2,2,2,2,0.0065,2.724
Suwallia,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,3,PR,PR,BU,0,1,0,1,2,24,0,2,2,2,2,2,2,0.0065,2.724
Suwallia,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,3,PR,PR,BU,0,1,0,1,2,24,0,2,2,2,2,2,2,0.005,2.732
Sweltsa,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,3,PR,PR,BU,0,1,0,1,2,24,0,1,2,2,2,2,2,0.0065,2.724
Sweltsa,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,3,PR,PR,BU,0,1,0,1,2,24,0,1,2,2,2,2,2,0.005,2.732
Triznaka,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,0,PR,PR,BU,0,3,0,1,2,24,0,2,2,2,2,2,1,0.0065,2.724
Utaperla sopladora,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Chloroperlidae,stoneflies,0,PR,PR,BU,0,3,0,1,2,24,0,2,2,1,2,2,1,0.0065,2.724
Leuctridae,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Leuctridae,stoneflies,3,SH,SH,SP,MI,1,0,0,11,18,0,2,1,1,2,2,1,0.0028,2.719
Despaxia augusta,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Leuctridae,stoneflies,3,SH,SH,SP,MI,1,0,0,11,18,0,2,1,1,2,2,1,0.0028,2.719
Megaleuctra,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Leuctridae,stoneflies,1,SH,SH,SP,MI,1,0,0,11,18,0,2,1,1,2,2,1,0.0028,2.719
Moselia,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Leuctridae,stoneflies,2,SH,SH,SP,HI,1,0,0,11,18,0,1,1,1,2,2,1,0.0028,2.719
Moselia infuscata,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Leuctridae,stoneflies,2,SH,SH,SP,HI,1,0,0,11,18,0,1,1,1,2,2,1,0.0028,2.719
Perlomyia,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Leuctridae,stoneflies,0,SH,SH,SP,MI,1,0,0,11,18,0,2,1,1,2,2,1,0.0028,2.719
Paraleuctra,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Leuctridae,stoneflies,0,SH,SH,SP,MI,1,0,0,11,18,0,2,1,1,2,2,1,0.0028,2.719
Paraleuctra,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Leuctridae,stoneflies,0,SH,SH,SP,MI,1,0,0,11,18,0,2,1,1,2,2,1,0.26,1.69
Nemouridae,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,0,SH,SH,SP,0,2,0,2,11,36,0,2,1,1,2,2,2,0.0056,2.762
Nemouridae,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,0,SH,SH,SP,0,3,0,2,11,36,0,2,1,1,2,2,2,0.26,1.69
Amphinemura,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,0,SH,SH,SP,0,4,0,2,1,6,0,2,1,1,2,2,2,0.0056,2.762
Lednia,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,0,SH,SH,SP,HI,1,0,1,11,36,0,2,1,1,2,2,1,0.0056,2.762
Malenka,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,4,SH,SH,SP,0,2,0,2,11,36,0,2,1,1,2,2,2,0.0056,2.762
Malenka,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,4,SH,SH,SP,0,2,0,2,11,36,0,2,1,1,2,2,2,0.26,1.69
Nemoura,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,0,SH,SH,SP,0,1,0,1,11,24,0,2,1,1,2,2,1,0.0056,2.762
Nemoura,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,0,SH,SH,SP,0,1,0,1,11,24,0,2,1,1,2,2,1,0.26,1.69
Ostracerca,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,0,SH,SH,SP,0,2,0,2,11,36,0,2,1,1,2,2,2,0.0056,2.762
Podmosta,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,2,SH,SH,SP,0,2,0,2,11,12,0,2,1,1,2,2,2,0.0056,2.762
Prostoia besametsa,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,3,SH,SH,SP,MI,2,0,2,11,24,0,2,1,1,2,2,1,0.0056,2.762
Soyedina,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,3,SH,SH,SP,0,3,0,2,11,36,0,2,1,1,2,2,2,0.0056,2.762
Visoka cataractae,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,2,SH,SH,SP,HI,2,0,2,11,36,0,1,1,1,2,3,1,0.0056,2.762
Zapada,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,3,SH,SH,SP,0,2,0,2,11,16,0,2,1,1,2,2,2,0.0056,2.762
Zapada,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,3,SH,SH,SP,0,2,0,2,11,16,0,2,1,1,2,2,2,0.26,1.69
Zapada cinctipes,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,4,SH,SH,SP,0,2,0,2,3,16,0,2,1,1,2,2,2,0.0056,2.762
Zapada cinctipes,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,4,SH,SH,SP,0,2,0,2,3,16,0,2,1,1,2,2,2,0.0056,2.762
Zapada columbiana,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,2,SH,SH,SP,HI,2,0,2,11,16,0,1,1,1,2,2,1,0.0056,2.762
Zapada frigida,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,2,SH,SH,SP,MI,2,0,2,11,16,0,2,1,1,2,2,1,0.0056,2.762
Zapada oregonensis group,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Nemouridae,stoneflies,3,SH,SH,SP,MI,2,0,2,11,16,0,1,1,1,2,2,1,0.0056,2.762
Perlidae,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,3,PR,PR,CL,0,2,0,2,11,18,0,1,3,1,3,3,2,0.0099,2.879
Perlidae,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,3,PR,PR,CL,0,1,0,1,11,24,0,1,2,1,3,3,2,0.008,2.819
Acroneuria,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,0,PR,PR,CL,0,4,0,1,11,6,0,2,2,1,3,3,2,0.0099,2.879
Anacroneuria,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,0,PR,PR,CL,0,4,0,1,11,24,0,2,2,1,3,3,2,0.0099,2.879
Calineuria californica,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,2,PR,PR,CL,0,2,0,2,11,24,0,1,2,1,3,3,2,0.0099,2.879
Calineuria californica,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,2,PR,PR,CL,0,2,0,2,11,24,0,1,2,1,3,3,2,0.008,2.819
Claassenia sabulosa,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,3,PR,PR,CL,0,3,0,3,11,6,0,1,3,1,3,3,2,0.0099,2.879
Claassenia sabulosa,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,3,PR,PR,CL,0,3,0,3,11,6,0,1,3,1,3,3,2,0.008,2.819
Doroneuria,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,2,PR,PR,CL,MI,1,0,1,11,18,0,1,2,1,3,3,1,0.0099,2.879
Doroneuria baumanni,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,2,PR,PR,CL,MI,1,0,1,11,18,0,1,2,1,3,3,1,0.0099,2.879
Doroneuria theodora,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,2,PR,PR,CL,MI,1,0,1,11,18,0,1,2,1,3,3,1,0.0099,2.879
Hesperoperla,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,3,PR,PR,CL,0,2,0,2,11,18,0,1,3,1,3,3,2,0.0099,2.879
Hesperoperla hoguei,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,3,PR,PR,CL,0,2,0,2,11,18,0,1,3,1,3,3,1,0.0099,2.879
Hesperoperla pacifica,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,3,PR,PR,CL,0,2,0,2,11,18,0,1,3,1,3,3,2,0.0099,2.879
Hesperoperla pacifica,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlidae,stoneflies,3,PR,PR,CL,0,2,0,2,11,18,0,1,3,1,3,3,2,0.0099,2.879
Perlodidae,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlodidae,stoneflies,3,PR,PR,CL,0,2,0,2,11,48,0,2,2,1,3,2,2,0.0196,2.742
Perlodidae,A,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlodidae,stoneflies,3,PR,PR,CL,0,2,0,2,11,48,0,2,2,1,3,2,2,0.26,1.69
Baumannella alameda,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlodidae,stoneflies,0,PR,PR,CL,MI,2,0,2,11,48,0,2,2,1,3,2,2,0.0196,2.742
Calliperla luctuosa,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlodidae,stoneflies,2,PR,PR,CL,MI,2,0,2,11,48,0,2,2,1,2,2,2,0.0196,2.742
Cascadoperla trictura,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlodidae,stoneflies,2,PR,PR,CL,MI,2,0,2,11,48,0,2,2,1,2,2,1,0.0196,2.742
Chernokrilus misnomus,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlodidae,stoneflies,2,PR,PR,CL,MI,2,0,2,11,48,0,2,2,1,3,2,1,0.0196,2.742
Cosumnoperla,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlodidae,stoneflies,0,PR,PR,CL,MI,2,0,2,11,48,0,2,2,1,3,2,1,0.0196,2.742
Cultus,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlodidae,stoneflies,2,PR,PR,CL,MI,2,0,2,2,12,0,2,2,1,3,2,1,0.0196,2.742
Diura,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlodidae,stoneflies,2,PR,PR,CL,MI,2,0,2,11,24,0,2,2,1,3,2,1,0.0196,2.742
Diura knowltoni,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlodidae,stoneflies,2,PR,PR,CL,MI,2,0,2,11,24,0,2,2,1,3,2,1,0.0196,2.742
Frisonia picticeps,L,insect,Arthropoda: Insecta,Aquatic,Plecoptera,Perlodidae,stoneflies,1,PR,PR,CL,HI,2,0,2,11,48,0,2,2,1,2,2,1,0.0196,2.742
