"Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Higher.classification","Order","Family","Common.name","Biomass","Season"
"Disturbed","Submerged Wood",2020-05-05,3,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",1.363470496,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Rheotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.31308021,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Stempellinella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.056798281,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Tanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.705084702,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Pagastia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",2.194211373,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Brillia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.565122831,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Chaetocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.732111398,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.380183165,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Heterotrissocladius marcidus group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.02839914,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Limnophyes","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.420403633,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",3.201977569,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Parakiefferiella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.348442154,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.174221077,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Synorthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.164121704,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.246182555,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Nilotanypus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",0.02839914,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",5.552177654,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",0.17702,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Torrenticola","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.08851,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Ceratopogoninae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges",0.708574726,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Forcipomyiinae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges",0.062902638,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Hydroporinae","A","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Dytiscidae","predaceous diving beetles",1.612361151,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Cleptelmis addenda","A","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",1.788663582,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0.221532167,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Cleptelmis addenda","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",1.940175102,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Lara","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0.292132774,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Narpus concolor","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0.039711375,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",0.534266848,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",0.889776333,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Kogotus/Rickera","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",2.701147464,"Spring20"
"Disturbed","Submerged Wood",2020-05-05,3,"Osobenus yakimae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",8.260599766,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Caecidotea","U","non-insect","Aquatic","Crustacea: Isopoda","x","Asellidae","aquatic sow bugs",14.01131523,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",0.244167822,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Brachycentrus americanus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",32.72503195,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",44.01197029,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",13.98990139,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",1.035195801,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Lepidostoma unicolor group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0.742662091,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Rhyacophila betteni group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",4.312412106,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",67.98336476,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Dicranota","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",2.221449967,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",0.671213931,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Glutops","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Pelecorhynchidae","higher flies",2.931349927,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Anafroptilum","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.027136,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",74.80860251,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",114.9846876,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Attenella delantala","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",6.026889982,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",12.61741334,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",6.340585553,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",11.98933998,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",17.02638523,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",0.056537678,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",0.163368676,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.980212057,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.346843423,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Rheotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.163368676,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Stempellinella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.282688388,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Tanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.929918736,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Pagastia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",1.859278344,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Brillia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.326737352,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.76655006,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.785306497,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.346843423,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",14.39180782,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",0.367700083,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Atractides","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.54272,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.54272,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Sperchon","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.54272,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Ceratopogoninae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges",2.630013111,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",3.689832379,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Cleptelmis addenda","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",5.169666952,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",6.663978713,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",15.89454263,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Chloroperlidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",6.410775151,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",6.797174049,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Yoraperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Peltoperlidae","stoneflies",3.389883238,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Calineuria californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",0.372881222,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",10.13183221,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",55.40207519,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Kogotus/Rickera","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",16.93793653,"Spring20"
"Relic Channel","Benthic",2020-05-07,3,"Osobenus yakimae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",30.35382459,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Amiocentrus aspilus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",0.312237101,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Brachycentrus americanus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",46.23893254,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Brachycentrus occidentalis","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",0.12117233,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",450.5550157,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Micrasema","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",52.52275953,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",548.168767,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Arctopsyche","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",182.9630316,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Stactobiella","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",0.905984896,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Lepidostoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",0.59461628,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",6.735655687,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Dicosmoecus gilvipes","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",46.46398052,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",122.7616512,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Antocha","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",4.244267482,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Antocha","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",4.244267482,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Neoplasta","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",3.783297443,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Acentrella","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",2.368316652,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Baetis alius","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",2.040419594,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",188.7824296,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",9.876790083,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Caudatella edmundsi","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",47.55461334,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Caudatella hystrix","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",45.13680574,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Drunella flavilinea","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",132.0185495,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",255.77233,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Ephemerella tibialis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",2.556145677,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Matriella teresa","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.386620533,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Timpanoga hecuba","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.0456,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",43.71946872,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Epeorus albertae group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",33.14948695,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",4.25316798,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",3.326663375,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Microtendipes rydalensis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",2.270581039,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",1.457666767,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.515405516,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Stempellinella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.795061091,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Sublettea","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.912936062,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Tanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",1.578704941,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Pagastia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",3.516214187,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Potthastia gaedii group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",13.18801462,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",4.986471781,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Eukiefferiella brehmi group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",2.297372008,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.765790669,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Nanocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.132510182,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",62.30992283,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Thienemanniella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.132510182,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",2.821638151,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",20.8712699,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",0.22579707,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Atractides","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.272,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",6.36,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Oribatida","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.112898535,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Sperchon","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.908,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Sperchonopsis","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.636,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Torrenticola","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",4.08318828,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Pisidium","U","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams",0.534006937,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0.285351198,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Cleptelmis addenda","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",11.71027051,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",3.839043219,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",0.81036,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",23.98001627,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Menetus","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails",11.11145049,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Juga","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",204.74936,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",3.706857027,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",411.343785,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Kogotus/Rickera","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",28.3002803,"Spring20"
"Phase 3","Benthic",2020-05-20,3,"Osobenus yakimae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",80.82944303,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",0.193469522,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Amiocentrus aspilus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",0.70236339,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",183.8151907,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Glossosoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies",6.155651388,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Arctopsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",27.20579837,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",282.1888799,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Hydroptila","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",1.520255262,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Dicosmoecus gilvipes","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",40.30027631,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Rhyacophila arnaudi","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",1.152677092,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",7.6726032,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Rhyacophila brunnea/vemna group","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",2.391801763,"Spring20"
