"Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Order","Family","Biomass","Season"
"Relic Channel","Benthic",2020-05-07,1,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae",17.45499016,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Hydroptila","L","insect","Aquatic","Trichoptera","Hydroptilidae",1.811969793,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Psychoglypha bella","L","insect","Aquatic","Trichoptera","Limnephilidae",7.424059321,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Chelifera/Metachela","L","insect","Aquatic","Diptera","Empididae",3.272631918,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Glutops","L","insect","Aquatic","Diptera","Pelecorhynchidae",5.650998323,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Anafroptilum","L","insect","Aquatic","Ephemeroptera","Baetidae",8.545639307,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",34.03305211,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Diphetor hageni","L","insect","Aquatic","Ephemeroptera","Baetidae",320.3017433,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Attenella delantala","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",9.171961062,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Drunella flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",1.086018623,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",312.7889224,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Cinygma","L","insect","Aquatic","Ephemeroptera","Heptageniidae",1.616336519,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Cinygmula","L","insect","Aquatic","Ephemeroptera","Heptageniidae",17.67546335,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Epeorus","L","insect","Aquatic","Ephemeroptera","Heptageniidae",4.212496733,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",143.5319861,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",2.629228141,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Cryptochironomus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",0.382895335,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Paracladopelma","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",1.840562102,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",5.259829145,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Cladotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",2.42988219,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",1.195809607,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Stempellinella","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.927571273,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Tanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",6.791962306,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",2.348959741,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",4.282004856,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.132510182,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Heterotrissocladius marcidus group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",4.306095887,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.812914272,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Parakiefferiella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.382895335,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.590176949,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.328319789,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.265020364,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.132510182,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Odontomesa","L","insect","Aquatic","Diptera","Chironomidae: Prodiamesinae",1.457666767,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Macropelopia","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",8.942392976,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",2.680267342,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",24.76615249,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Zavrelimyia","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",0.382895335,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Trombidiformes","U","non-insect","Aquatic","Trombidiformes","x",0.748898535,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Atractides","U","non-insect","Aquatic","x","x",0.636,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Lebertia","U","non-insect","Aquatic","x","x",1.272,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Oribatida","U","non-insect","Aquatic","x","x",0.636,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Ceratopogoninae","L","insect","Aquatic","Diptera","Ceratopogonidae",5.09155492,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Pisidium","U","non-insect","Aquatic","x","Sphaeriidae",12.2817726,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",14.18888644,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Ostracoda","U","non-insect","Aquatic","x","x",0.40518,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",33.89522783,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",13.11363394,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",47.67645779,"Spring20"
"Relic Channel","Benthic",2020-05-07,1,"Chydoridae","U","non-insect","Aquatic","x","Chydoridae",0.081036,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Sialis","L","insect","Aquatic","Megaloptera","Sialidae",10.68310339,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",5.826074038,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae",1.333273879,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae",12.627593,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",33.17382692,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Lepidostoma","L","insect","Aquatic","Trichoptera","Lepidostomatidae",0.601598067,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Lepidostoma unicolor group","L","insect","Aquatic","Trichoptera","Lepidostomatidae",11.045888,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Limnephilidae","L","insect","Aquatic","Trichoptera","Limnephilidae",1.218168916,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",12.91231709,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Rhyacophila grandis","L","insect","Aquatic","Trichoptera","Rhyacophilidae",20.87128769,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Neoplasta","L","insect","Aquatic","Diptera","Empididae",4.472181033,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",117.7012698,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Diphetor hageni","L","insect","Aquatic","Ephemeroptera","Baetidae",141.019109,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Caudatella hystrix","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",4.489753535,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Drunella flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",28.29899602,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",50.88543822,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",2.722450914,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Cinygma","L","insect","Aquatic","Ephemeroptera","Heptageniidae",51.49792712,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Cinygmula","L","insect","Aquatic","Ephemeroptera","Heptageniidae",11.27335787,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Epeorus longimanus","L","insect","Aquatic","Ephemeroptera","Heptageniidae",77.48768623,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Ironodes","L","insect","Aquatic","Ephemeroptera","Heptageniidae",367.9731556,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",188.3958297,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",0.197213289,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",3.32854921,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",7.487964023,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",2.854768886,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Stempellinella","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.268132144,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",3.35496297,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.268132144,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.387391164,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.387391164,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.521457236,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",4.112296203,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",5.313181942,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Macropelopia","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",9.047391574,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Nilotanypus","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",0.134066072,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",1.698437781,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",14.85362671,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Trombidiformes","U","non-insect","Aquatic","Trombidiformes","x",0.228448304,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Atractides","U","non-insect","Aquatic","x","x",0.114224152,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Protzia","U","non-insect","Aquatic","x","x",0.6434677,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Sperchon","U","non-insect","Aquatic","x","x",0.6434677,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae",1.610538851,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",2.074864863,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Ostracoda","U","non-insect","Aquatic","x","x",0.901862475,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",32.03178254,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Menetus","U","non-insect","Aquatic","x","Planorbidae",0.25253072,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",27.12504241,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Yoraperla","L","insect","Aquatic","Plecoptera","Peltoperlidae",1.376001482,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Isoperla","L","insect","Aquatic","Plecoptera","Perlodidae",18.07059874,"Spring20"
"Relic Channel","Submerged Wood",2020-05-07,1,"Osobenus yakimae","L","insect","Aquatic","Plecoptera","Perlodidae",85.95925305,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Amiocentrus aspilus","L","insect","Aquatic","Trichoptera","Brachycentridae",0.46824226,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae",2.572579597,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Brachycentrus occidentalis","L","insect","Aquatic","Trichoptera","Brachycentridae",0.080781553,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae",482.3159746,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Micrasema","P","insect","Aquatic","Trichoptera","Brachycentridae",21.00910381,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Arctopsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",10.16461287,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",797.8822871,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Arctopsyche","P","insect","Aquatic","Trichoptera","Hydropsychidae",52.9093157,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Hydroptila","L","insect","Aquatic","Trichoptera","Hydroptilidae",1.013503508,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Hydroptila","P","insect","Aquatic","Trichoptera","Hydroptilidae",1.013503508,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Trichoptera","Lepidostomatidae",32.84755443,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Psychoglypha bella","L","insect","Aquatic","Trichoptera","Limnephilidae",46.81538216,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Rhyacophila betteni group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",7.6726032,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Antocha","L","insect","Aquatic","Diptera","Tipulidae",12.66852694,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Neoplasta","L","insect","Aquatic","Diptera","Empididae",2.600527064,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Neoplasta","P","insect","Aquatic","Diptera","Empididae",1.473426528,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Polycelis","U","non-insect","Aquatic","miscellaneous non-insect","Planariidae",2.149170193,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae",6.732080019,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",113.635052,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Diphetor hageni","L","insect","Aquatic","Ephemeroptera","Baetidae",7.772423725,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Caudatella edmundsi","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",25.00561612,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Caudatella hystrix","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",50.98458998,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Drunella flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",135.4538198,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",142.2053957,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",10.60461496,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Cinygmula","L","insect","Aquatic","Ephemeroptera","Heptageniidae",3.931759625,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Epeorus albertae group","L","insect","Aquatic","Ephemeroptera","Heptageniidae",41.85495138,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",7.000372989,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",1.202358429,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.541942848,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Sublettea","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.765790669,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",3.835200508,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",0.255263556,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",2.264895205,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",3.699352731,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.04056784,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",26.81765484,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.255263556,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.176680242,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.594412809,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Cricotopus (Nostococladius)","P","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.541942848,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",11.97569144,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Trombidiformes","U","non-insect","Aquatic","Trombidiformes","x",1.49779707,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Atractides","U","non-insect","Aquatic","x","x",1.696,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Lebertia","U","non-insect","Aquatic","x","x",1.696,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Torrenticola","U","non-insect","Aquatic","x","x",0.92326569,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Pisidium","U","non-insect","Aquatic","x","Sphaeriidae",2.533965859,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Cleptelmis addenda","A","insect","Aquatic","Coleoptera","Elmidae",2.142112074,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae",6.678166173,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",6.81026941,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Ostracoda","U","non-insect","Aquatic","x","x",0.27012,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",18.69542322,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Juga","U","non-insect","Aquatic","x","Pleuroceridae",799.9961645,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae",0.630945616,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",1.339044036,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Yoraperla","L","insect","Aquatic","Plecoptera","Peltoperlidae",3.339878805,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",295.9764725,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Kogotus/Rickera","L","insect","Aquatic","Plecoptera","Perlodidae",142.7121783,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Osobenus yakimae","L","insect","Aquatic","Plecoptera","Perlodidae",591.3202697,"Spring20"
"Phase 3","Benthic",2020-05-20,1,"Pteronarcys californica","L","insect","Aquatic","Plecoptera","Pteronarcyidae",415.2679097,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",0.20636749,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae",225.8995564,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Micrasema","P","insect","Aquatic","Trichoptera","Brachycentridae",11.20485537,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Glossosoma","P","insect","Aquatic","Trichoptera","Glossosomatidae",2.62848337,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Arctopsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",45.31273581,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",1227.319625,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Agraylea","L","insect","Aquatic","Trichoptera","Hydroptilidae",0.03584,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Rhyacophila betteni group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",7.6726032,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",6.537798092,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Rhyacophila brunnea/vemna group","P","insect","Aquatic","Trichoptera","Rhyacophilidae",2.391801763,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Antocha","L","insect","Aquatic","Diptera","Tipulidae",58.03731827,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Neoplasta","L","insect","Aquatic","Diptera","Empididae",1.178741222,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Empididae","P","insect","Aquatic","Diptera","Empididae",3.309381367,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Neoplasta","P","insect","Aquatic","Diptera","Empididae",1.678034828,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Glutops","L","insect","Aquatic","Diptera","Pelecorhynchidae",10.17534378,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae",3.545584167,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",112.9448177,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Diphetor hageni","L","insect","Aquatic","Ephemeroptera","Baetidae",4.220458673,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Caudatella edmundsi","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",91.18073309,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Caudatella hystrix","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",23.58143089,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Drunella flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",96.55250201,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",251.5549369,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",0.276237378,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",2.097372571,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Epeorus albertae group","L","insect","Aquatic","Ephemeroptera","Heptageniidae",45.79424359,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Epeorus longimanus","L","insect","Aquatic","Ephemeroptera","Heptageniidae",2.652305627,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Ironodes","L","insect","Aquatic","Ephemeroptera","Heptageniidae",0.862046144,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Rhithrogena","L","insect","Aquatic","Ephemeroptera","Heptageniidae",8.10175105,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",7.978453189,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",0.9374347,"Spring20"
"Phase 4","Benthic",2020-05-29,1,"Stempellinella","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.824648826,"Spring20"
