"Treatment","Substrate","Date","Replicate","Taxon","Insect","Origin","Higher.classification","Order","Family","Common.name","Season","Biomass"
"Flooded Forest","Benthic",2020-05-05,2,"Dasyhelea","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges","Spring20",0.418848702
"Flooded Forest","Benthic",2020-05-05,2,"Dytiscidae","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Dytiscidae","predaceous diving beetles","Spring20",46.31995245
"Flooded Forest","Benthic",2020-05-05,2,"Hydroporinae","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Dytiscidae","predaceous diving beetles","Spring20",3.01639221
"Flooded Forest","Benthic",2020-05-05,2,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Spring20",18.80781934
"Flooded Forest","Benthic",2020-05-05,2,"Hyalella","non-insect","Aquatic","Crustacea: Amphipoda","x","Talitridae","scuds","Spring20",4.214476676
"Flooded Forest","Benthic",2020-05-05,2,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Spring20",272.3784844
"Flooded Forest","Benthic",2020-05-05,2,"Menetus","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails","Spring20",0.231296
"Flooded Forest","Benthic",2020-05-05,2,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Spring20",13.35633243
"Flooded Forest","Benthic",2020-05-05,2,"Osobenus yakimae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Spring20",29.65183584
"Flooded Forest","Benthic",2020-05-05,2,"Perlodidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Spring20",0.662526251
"Relic Channel","Benthic",2020-05-07,2,"Simulium","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies","Spring20",1.90175635
"Relic Channel","Benthic",2020-05-07,2,"Brachycentrus americanus","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Spring20",90.03607233
"Relic Channel","Benthic",2020-05-07,2,"Micrasema","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Spring20",38.30669449
"Relic Channel","Benthic",2020-05-07,2,"Lepidostoma unicolor group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies","Spring20",33.59760268
"Relic Channel","Benthic",2020-05-07,2,"Psychoglypha","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies","Spring20",18.01914956
"Relic Channel","Benthic",2020-05-07,2,"Rhyacophila brunnea/vemna group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Spring20",94.82145176
"Relic Channel","Benthic",2020-05-07,2,"Tipula","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies","Spring20",25.16489234
"Relic Channel","Benthic",2020-05-07,2,"Chelifera/Metachela","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Spring20",7.31898281
"Relic Channel","Benthic",2020-05-07,2,"Hemerodromia","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Spring20",8.164573558
"Relic Channel","Benthic",2020-05-07,2,"Octogomphus specularis","insect","Aquatic","Arthropoda: Insecta","Odonata","Gomphidae","dragonflies","Spring20",0.290515392
"Relic Channel","Benthic",2020-05-07,2,"Glutops","insect","Aquatic","Arthropoda: Insecta","Diptera","Pelecorhynchidae","higher flies","Spring20",9.22409141
"Relic Channel","Benthic",2020-05-07,2,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Spring20",84.86622138
"Relic Channel","Benthic",2020-05-07,2,"Diphetor hageni","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Spring20",83.1271771
"Relic Channel","Benthic",2020-05-07,2,"Attenella delantala","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Spring20",46.88299714
"Relic Channel","Benthic",2020-05-07,2,"Drunella flavilinea","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Spring20",10.0611754
"Relic Channel","Benthic",2020-05-07,2,"Ephemerella excrucians group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Spring20",18.41568812
"Relic Channel","Benthic",2020-05-07,2,"Cinygma","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Spring20",16.36705198
"Relic Channel","Benthic",2020-05-07,2,"Cinygmula","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Spring20",205.1382873
"Relic Channel","Benthic",2020-05-07,2,"Epeorus","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Spring20",4.042234351
"Relic Channel","Benthic",2020-05-07,2,"Ironodes","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Spring20",48.7134428
"Relic Channel","Benthic",2020-05-07,2,"Neoleptophlebia/Paraleptophlebia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies","Spring20",122.7179771
"Relic Channel","Benthic",2020-05-07,2,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Spring20",0.055465568
"Relic Channel","Benthic",2020-05-07,2,"Caladomyia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Spring20",0.117757382
"Relic Channel","Benthic",2020-05-07,2,"Cladotanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Spring20",4.151084672
"Relic Channel","Benthic",2020-05-07,2,"Micropsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Spring20",0.722409817
"Relic Channel","Benthic",2020-05-07,2,"Rheotanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Spring20",0.458023702
"Relic Channel","Benthic",2020-05-07,2,"Stempellinella","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Spring20",0.117757382
"Relic Channel","Benthic",2020-05-07,2,"Sublettea","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Spring20",0.722409817
"Relic Channel","Benthic",2020-05-07,2,"Tanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Spring20",2.067609572
"Relic Channel","Benthic",2020-05-07,2,"Pagastia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Spring20",3.847152157
"Relic Channel","Benthic",2020-05-07,2,"Brillia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",1.743208779
"Relic Channel","Benthic",2020-05-07,2,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",1.478822664
"Relic Channel","Benthic",2020-05-07,2,"Parakiefferiella","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",0.458023702
"Relic Channel","Benthic",2020-05-07,2,"Parametriocnemus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",0.722409817
"Relic Channel","Benthic",2020-05-07,2,"Rheocricotopus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",0.722409817
"Relic Channel","Benthic",2020-05-07,2,"Tvetenia bavarica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",0.235514763
"Relic Channel","Benthic",2020-05-07,2,"Pentaneura","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Spring20",0.929053228
"Relic Channel","Benthic",2020-05-07,2,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Spring20",57.6171899
"Relic Channel","Benthic",2020-05-07,2,"Atractides","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",3.391152
"Relic Channel","Benthic",2020-05-07,2,"Lebertia","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",0.565192
"Relic Channel","Benthic",2020-05-07,2,"Ceratopogoninae","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges","Spring20",17.25070624
"Relic Channel","Benthic",2020-05-07,2,"Ampumixis dispar","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Spring20",0.253582098
"Relic Channel","Benthic",2020-05-07,2,"Cleptelmis addenda","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Spring20",0.580520036
"Relic Channel","Benthic",2020-05-07,2,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Spring20",39.44473621
"Relic Channel","Benthic",2020-05-07,2,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Spring20",91.27050526
"Relic Channel","Benthic",2020-05-07,2,"Chloroperlidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies","Spring20",3.025832682
"Relic Channel","Benthic",2020-05-07,2,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Spring20",33.56796352
"Relic Channel","Benthic",2020-05-07,2,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Spring20",8.225940849
"Relic Channel","Benthic",2020-05-07,2,"Perlodidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Spring20",1.398300316
"Phase 3","Benthic",2020-05-20,2,"Amiocentrus aspilus","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Spring20",6.328507801
"Phase 3","Benthic",2020-05-20,2,"Micrasema","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Spring20",337.00486831
"Phase 3","Benthic",2020-05-20,2,"Arctopsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Spring20",82.05494901
"Phase 3","Benthic",2020-05-20,2,"Hydropsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Spring20",811.42618263
"Phase 3","Benthic",2020-05-20,2,"Agraylea","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Spring20",0.0672
"Phase 3","Benthic",2020-05-20,2,"Hydroptila","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Spring20",1.520255262
"Phase 3","Benthic",2020-05-20,2,"Lepidostoma (Neodinarthrum)","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies","Spring20",43.76525049
"Phase 3","Benthic",2020-05-20,2,"Dicosmoecus gilvipes","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies","Spring20",15.37673875
"Phase 3","Benthic",2020-05-20,2,"Rhyacophila brunnea/vemna group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Spring20",10.27545341
"Phase 3","Benthic",2020-05-20,2,"Antocha","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies","Spring20",4.244267482
"Phase 3","Benthic",2020-05-20,2,"Chelifera/Metachela","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Spring20",6.205090062
"Phase 3","Benthic",2020-05-20,2,"Neoplasta","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Spring20",7.047105898
"Phase 3","Benthic",2020-05-20,2,"Baetis alius","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Spring20",4.692965067
"Phase 3","Benthic",2020-05-20,2,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Spring20",219.2483502
"Phase 3","Benthic",2020-05-20,2,"Diphetor hageni","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Spring20",15.59492942
"Phase 3","Benthic",2020-05-20,2,"Caudatella edmundsi","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Spring20",43.41902688
"Phase 3","Benthic",2020-05-20,2,"Drunella flavilinea","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Spring20",204.6602001
"Phase 3","Benthic",2020-05-20,2,"Ephemerella excrucians group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Spring20",358.7982048
"Phase 3","Benthic",2020-05-20,2,"Ephemerella tibialis","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Spring20",0.887420533
"Phase 3","Benthic",2020-05-20,2,"Matriella teresa","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Spring20",0.892345083
"Phase 3","Benthic",2020-05-20,2,"Cinygmula","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Spring20",25.91405886
"Phase 3","Benthic",2020-05-20,2,"Epeorus albertae group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Spring20",71.11886299
"Phase 3","Benthic",2020-05-20,2,"Neoleptophlebia/Paraleptophlebia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies","Spring20",19.00689544
"Phase 3","Benthic",2020-05-20,2,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Spring20",6.726121411
"Phase 3","Benthic",2020-05-20,2,"Microtendipes rydalensis group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Spring20",0.132510182
"Phase 3","Benthic",2020-05-20,2,"Cladotanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Spring20",1.328319789
"Phase 3","Benthic",2020-05-20,2,"Stempellinella","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Spring20",0.662550909
"Phase 3","Benthic",2020-05-20,2,"Sublettea","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Spring20",1.890848908
"Phase 3","Benthic",2020-05-20,2,"Tanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Spring20",1.045446244
"Phase 3","Benthic",2020-05-20,2,"Pagastia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Spring20",4.973880954
"Phase 3","Benthic",2020-05-20,2,"Potthastia gaedii group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Spring20",6.706643361
"Phase 3","Benthic",2020-05-20,2,"Cricotopus (Nostococladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",2.563571552
"Phase 3","Benthic",2020-05-20,2,"Eukiefferiella brehmi group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",1.66409152
"Phase 3","Benthic",2020-05-20,2,"Eukiefferiella devonica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",1.030811033
"Phase 3","Benthic",2020-05-20,2,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",41.05493584
"Phase 3","Benthic",2020-05-20,2,"Synorthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",0.382895335
"Phase 3","Benthic",2020-05-20,2,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Spring20",48.72150691
"Phase 3","Benthic",2020-05-20,2,"Trombidiformes","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites","Spring20",0.22579707
"Phase 3","Benthic",2020-05-20,2,"Atractides","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",2.544
"Phase 3","Benthic",2020-05-20,2,"Lebertia","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",1.908
"Phase 3","Benthic",2020-05-20,2,"Oribatida","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",0.22579707
"Phase 3","Benthic",2020-05-20,2,"Sperchon","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",1.908
"Phase 3","Benthic",2020-05-20,2,"Torrenticola","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",2.924086815
"Phase 3","Benthic",2020-05-20,2,"Pisidium","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams","Spring20",1.602020812
"Phase 3","Benthic",2020-05-20,2,"Ampumixis dispar","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Spring20",6.745463442
"Phase 3","Benthic",2020-05-20,2,"Cleptelmis addenda","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Spring20",6.612830963
"Phase 3","Benthic",2020-05-20,2,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Spring20",4.998623789
"Phase 3","Benthic",2020-05-20,2,"Ostracoda","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp","Spring20",1.134504
"Phase 3","Benthic",2020-05-20,2,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Spring20",7.550448599
"Phase 3","Benthic",2020-05-20,2,"Menetus","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails","Spring20",22.22290097
"Phase 3","Benthic",2020-05-20,2,"Juga","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails","Spring20",117.4007925
"Phase 3","Benthic",2020-05-20,2,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Spring20",4.11873003
"Phase 3","Benthic",2020-05-20,2,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Spring20",239.36113
"Phase 3","Benthic",2020-05-20,2,"Osobenus yakimae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Spring20",259.5091158
"Phase 3","Benthic",2020-05-20,2,"Perlodidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Spring20",1.429912772
"Phase 3","Benthic",2020-05-20,2,"Pteronarcys californica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies","Spring20",586.861616
"Phase 4","Benthic",2020-05-29,2,"Brachycentrus americanus","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Spring20",12.99548626
"Phase 4","Benthic",2020-05-29,2,"Micrasema","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Spring20",163.95265909
"Phase 4","Benthic",2020-05-29,2,"Glossosoma","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies","Spring20",3.27033525
"Phase 4","Benthic",2020-05-29,2,"Arctopsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Spring20",47.17279202
"Phase 4","Benthic",2020-05-29,2,"Hydropsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Spring20",492.6620448
"Phase 4","Benthic",2020-05-29,2,"Rhyacophila","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Spring20",1.932439366
"Phase 4","Benthic",2020-05-29,2,"Rhyacophila brunnea/vemna group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Spring20",55.81148817
"Phase 4","Benthic",2020-05-29,2,"Rhyacophila nevadensis group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Spring20",11.00216962
"Phase 4","Benthic",2020-05-29,2,"Antocha","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies","Spring20",11.592966243
"Phase 4","Benthic",2020-05-29,2,"Clinocera","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Spring20",0.558063599
"Phase 4","Benthic",2020-05-29,2,"Chelifera/Metachela","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Spring20",1.178741222
"Phase 4","Benthic",2020-05-29,2,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Spring20",214.8844593
"Phase 4","Benthic",2020-05-29,2,"Diphetor hageni","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Spring20",2.623809698
"Phase 4","Benthic",2020-05-29,2,"Caudatella edmundsi","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Spring20",3.457767517
"Phase 4","Benthic",2020-05-29,2,"Drunella flavilinea","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Spring20",187.6602313
"Phase 4","Benthic",2020-05-29,2,"Ephemerella excrucians group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Spring20",77.96088264
"Phase 4","Benthic",2020-05-29,2,"Cinygmula","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Spring20",15.42321705
"Phase 4","Benthic",2020-05-29,2,"Epeorus albertae group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Spring20",57.77875461
"Phase 4","Benthic",2020-05-29,2,"Epeorus longimanus","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Spring20",55.12380209
"Phase 4","Benthic",2020-05-29,2,"Neoleptophlebia/Paraleptophlebia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies","Spring20",11.20059678
"Phase 4","Benthic",2020-05-29,2,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Spring20",0.10395976
"Phase 4","Benthic",2020-05-29,2,"Microtendipes rydalensis group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Spring20",0.433554279
"Phase 4","Benthic",2020-05-29,2,"Sublettea","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Spring20",0.433554279
"Phase 4","Benthic",2020-05-29,2,"Diamesa","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Spring20",0.204210845
"Phase 4","Benthic",2020-05-29,2,"Cricotopus (Nostococladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",3.972366298
"Phase 4","Benthic",2020-05-29,2,"Eukiefferiella brehmi group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",0.479093787
"Phase 4","Benthic",2020-05-29,2,"Eukiefferiella devonica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",1.028859671
"Phase 4","Benthic",2020-05-29,2,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",25.46615203
"Phase 4","Benthic",2020-05-29,2,"Thienemanniella","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Spring20",0.070672097
"Phase 4","Benthic",2020-05-29,2,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Spring20",17.93958184
"Phase 4","Benthic",2020-05-29,2,"Trombidiformes","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites","Spring20",3.153229727
"Phase 4","Benthic",2020-05-29,2,"Atractides","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",1.3568
"Phase 4","Benthic",2020-05-29,2,"Lebertia","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",2.0352
"Phase 4","Benthic",2020-05-29,2,"Oribatida","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",0.120425104
"Phase 4","Benthic",2020-05-29,2,"Sperchon","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",1.3568
"Phase 4","Benthic",2020-05-29,2,"Sperchonopsis","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",1.3568
"Phase 4","Benthic",2020-05-29,2,"Torrenticola","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Spring20",2.396475312
"Phase 4","Benthic",2020-05-29,2,"Pisidium","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams","Spring20",0.2848037
"Phase 4","Benthic",2020-05-29,2,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Spring20",2.047489717
"Phase 4","Benthic",2020-05-29,2,"Ostracoda","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp","Spring20",1.0372608
"Phase 4","Benthic",2020-05-29,2,"Juga","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails","Spring20",17.83008124
"Phase 4","Benthic",2020-05-29,2,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Spring20",2.416321618
"Phase 4","Benthic",2020-05-29,2,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Spring20",7.045691555
"Phase 4","Benthic",2020-05-29,2,"Osobenus yakimae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Spring20",28.54243566
"Phase 4","Benthic",2020-05-29,2,"Perlodidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Spring20",1.678379974
"Phase 4","Benthic",2020-05-29,2,"Pteronarcys californica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies","Spring20",251.974532
"Disturbed","Benthic",2020-05-04,3,"Brachycentrus americanus","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Spring20",5.100159058
"Disturbed","Benthic",2020-05-04,3,"Brachycentrus occidentalis","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Spring20",0.06
"Disturbed","Benthic",2020-05-04,3,"Micrasema","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Spring20",11.09312721
"Disturbed","Benthic",2020-05-04,3,"Arctopsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Spring20",45.31273581
"Disturbed","Benthic",2020-05-04,3,"Hydropsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Spring20",242.9582998
"Disturbed","Benthic",2020-05-04,3,"Hydroptila","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Spring20",15.57697605
