Waterbody,Treatment,Substrate,Date,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Length,Abundance,Biomass
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1,36,0.3888
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,24,4.67546644
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3.5,12,3.531380849
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,48,20.19254219
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,6,12,14.9400213
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2.5,72,8.611071283
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1.5,72,2.194774625
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Diphetor hageni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1.5,24,0.408083919
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Arctopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,20,12,353.7959402
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Rhyacophila brunnea/vemna group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,18,12,154.1318011
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,3,48,5.496115621
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,4,84,22.31848199
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,5,432,220.5097573
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,7,180,245.9162354
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,8,108,218.0835405
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,12,24,158.7279471
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,6,12,10.44262389
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,1.5,12,0.577084959
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,3,48,12.26823358
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,5,24,21.00910381
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Lepidostoma (Neodinarthrum),L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,2.5,24,2.147738568
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Lepidostoma (Neodinarthrum),L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,3.5,24,5.236903635
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Lepidostoma (Neodinarthrum),L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,4.5,12,5.095282717
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,2,48,0.773878088
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,3,60,3.279392084
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,4,24,3.119204662
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,5,12,3.053584376
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,6,24,10.57437365
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Cleptelmis addenda,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,5,12,9.135821557
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,3.5,24,8.754237727
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,4,24,12.85811043
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,6,12,20.65921857
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,8,12,47.29470416
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Perlodidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,3,12,4.783037632
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Perlodidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,4,24,21.05308817
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Perlodidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,2.5,36,8.703823506
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Perlodidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,1.5,12,0.714956386
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Zapada cinctipes,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,7,12,14.5054117
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1,72,0.6984
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2,36,2.211653635
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,3,204,36.89570413
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,120,46.69159795
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,228,160.7176978
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,6,72,82.47475051
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,7,24,41.44565968
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,8,12,29.57206252
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1.5,48,0.370911753
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2,36,0.752696483
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1,384,2.0352
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2,852,33.12658766
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,408,50.89318608
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,288,82.14683445
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,168,91.0172928
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,6,60,54.90500872
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Wiedemannia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,12,2.210139792
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Wiedemannia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,6,12,6.205090062
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Antocha,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,6,12,4.244267482
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Neoplasta,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,2.5,12,0.667928951
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Neoplasta,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,12,2.210139792
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Neoplasta,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4.5,12,2.983005581
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Neoplasta,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5,12,3.900790596
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Cricotopus (Nostococladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2.5,36,0.712826782
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Cricotopus (Nostococladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,36,1.148686004
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2.5,12,0.237608927
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,24,0.765790669
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,288,3.180244363
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,24,0.765790669
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,2,24,0.265020364
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,3,36,1.148686004
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,4,36,2.438742817
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,5,12,1.457666767
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,7,12,3.516214187
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,36,0.397530545
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,228,7.275011358
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,108,7.31622845
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Potthastia longimana group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,7,12,3.516214187
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Eukiefferiella brehmi group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,12,0.132510182
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Eukiefferiella brehmi group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,36,1.148686004
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Eukiefferiella brehmi group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,12,0.812914272
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,12,0.132510182
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,24,0.765790669
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,96,6.503314178
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,5,60,7.288333835
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,6,12,2.348959741
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Pagastia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,5,12,1.457666767
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Eukiefferiella pseudomontana group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,12,0.132510182
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Cladotanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,2,12,0.132510182
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Phaenopsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2,12,0.132510182
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Arctopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,21,0.8,27.20579837
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Arctopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,27,0.8,56.75683804
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Tipula,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,31,0.8,23.11152942
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Skwala,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,13,2.4,53.32120864
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,45,1.6,929.7812647
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,29,0.8,128.5194971
South Fork McKenzie River,Phase 3 monthly,Benthic,2019-12-15,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,27,0.8,104.6216244
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Lebertia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,95.984,5.087152
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,1.5,27.424,1.220383854
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,2,27.424,2.488683703
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Menetus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,1.5,13.712,0.97436271
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Polycelis,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,Planariidae,flat worms,5,13.712,3.683677712
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,5,27.424,6.839711903
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,2,13.712,1.735929994
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,25,13.712,11.25241178
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,10,27.424,11.42352156
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Juga,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Pleuroceridae,snails,1.5,13.712,0.97436271
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,0.5,13.712,0.129005393
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Sperchonopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,13.712,0.726736
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Sperchon,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,27.424,1.453472
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,1,13.712,0.092597136
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1,41.136,0.4442688
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.5,205.68,6.785332694
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2,68.56,4.994950313
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2.5,82.272,11.08160318
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,27.424,6.103043862
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,2.5,27.424,1.510412327
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,3,27.424,2.464769711
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,4,54.848,10.67558765
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,5,13.712,4.859953278
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Ironodes,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,8,13.712,45.46051845
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Epeorus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1,246.816,2.6656128
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Epeorus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.5,95.984,3.166488591
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Epeorus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2,82.272,5.993940376
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4,13.712,5.768336218
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5,27.424,20.96098835
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,6,27.424,34.14292869
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,7,13.712,25.78816168
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Diphetor hageni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1,13.712,0.0726736
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Diphetor hageni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1.5,41.136,0.699455837
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella columbiella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1,95.984,0.9886352
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella columbiella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2,27.424,1.805195712
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella columbiella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,2.5,13.712,1.639930686
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Caudatella columbiella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1.5,68.56,2.08991317
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,2,13.712,0.634829586
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,3,123.408,14.13051326
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,4,370.224,98.36711519
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,5,150.832,76.9905734
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,6,13.712,11.93243823
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,7,109.696,149.8668187
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,8,54.848,110.7541299
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Glossosoma,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,6,13.712,22.52610248
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Rhyacophila nevadensis group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,6,13.712,11.54917867
South Fork McKenzie River,Phase 3 monthly,Benthic,2020-02-17,Rhyacophila brunnea/vemna group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,9,13.712,31.56875267
