"Waterbody","Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Higher.classification","Order","Family","Common.name","Abundance","Biomass","Season"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Neoplasta","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",8,1.473426528,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Polycelis","U","non-insect","Aquatic","Turbellaria","miscellaneous non-insect","Planariidae","flat worms",8,2.149170193,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Baetis alius","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",200,6.732080019,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",512,113.635052,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",56,7.772423725,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Caudatella edmundsi","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",16,25.00561612,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Caudatella hystrix","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",16,50.98458998,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Drunella flavilinea","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",65.6,135.4538198,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",104,142.2053957,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Ephemerella tibialis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",168,10.60461496,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",8,3.931759625,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Epeorus albertae group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",192,41.85495138,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",8,7.000372989,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",40,1.202358429,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Rheotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",8,0.541942848,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Sublettea","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",24,0.765790669,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Potthastia gaedii group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",24,3.835200508,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Potthastia longimana group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",8,0.255263556,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",32,2.264895205,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Eukiefferiella brehmi group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",80,3.699352731,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",64,1.04056784,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",512,26.81765484,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Synorthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",8,0.255263556,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Thienemanniella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",16,0.176680242,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",32,1.594412809,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Cricotopus (Nostococladius)","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",8,0.541942848,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",152,11.97569144,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",48,1.49779707,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Atractides","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",32,1.696,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",32,1.696,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Torrenticola","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",24,0.92326569,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Pisidium","U","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams",32,2.533965859,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Cleptelmis addenda","A","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",8,2.142112074,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",16,6.678166173,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",24,6.81026941,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",40,0.27012,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",72.8,18.69542322,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Juga","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",42.4,799.9961645,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Chloroperlidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",8,0.630945616,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",64,1.339044036,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Yoraperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Peltoperlidae","stoneflies",16,3.339878805,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",82.4,295.9764725,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Kogotus/Rickera","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",8,142.7121783,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Osobenus yakimae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",104,591.3202697,"Spring20"
"South Fork McKenzie River","Phase 3","Benthic",2020-05-20,1,"Pteronarcys californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies",17.6,415.2679097,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",12.8,0.20636749,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",332.8,225.8995564,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Micrasema","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",12.8,11.20485537,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Glossosoma","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies",1.6,2.62848337,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Arctopsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",0.8,45.31273581,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",473.6,1227.319625,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Agraylea","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",6.4,0.03584,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Rhyacophila betteni group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",0.8,7.6726032,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",0.8,6.537798092,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Rhyacophila brunnea/vemna group","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",0.8,2.391801763,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Antocha","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",108.8,58.03731827,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",6.4,1.178741222,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Empididae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",6.4,3.309381367,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Neoplasta","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",12.8,1.678034828,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Glutops","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Pelecorhynchidae","higher flies",6.4,10.17534378,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Baetis alius","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",70.4,3.545584167,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",665.6,112.9448177,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",25.6,4.220458673,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Caudatella edmundsi","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",57.6,91.18073309,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Caudatella hystrix","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",6.4,23.58143089,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Drunella flavilinea","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",25.6,96.55250201,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",134.4,251.5549369,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Ephemerella tibialis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",12.8,0.276237378,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Matriella teresa","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",25.6,2.097372571,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Epeorus albertae group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",44.8,45.79424359,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Epeorus longimanus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.8,2.652305627,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",6.4,0.862046144,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Rhithrogena","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.8,8.10175105,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",19.2,7.978453189,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",19.2,0.9374347,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Stempellinella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",38.4,0.824648826,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Sublettea","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",6.4,0.204210845,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Diamesa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",25.6,4.20758106,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Pagastia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",6.4,1.875314233,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",25.6,4.060401608,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Eukiefferiella brehmi group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",25.6,0.416227136,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",38.4,0.958187574,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",262.4,7.746946403,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Parorthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",6.4,0.204210845,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Cricotopus (Nostococladius)","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",6.4,0.433554279,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",185.6,36.87861971,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",25.6,0.240850208,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Atractides","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",12.8,0.6784,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",19.2,0.738612552,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Protzia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",12.8,1.271654059,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Sperchon","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",19.2,1.0176,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Torrenticola","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",51.2,1.31866276,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Pisidium","U","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams",19.2,0.4934437,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Cleptelmis addenda","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",6.4,2.562963426,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Heterlimnius corpulentus","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",6.4,4.872438164,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",89.6,0.6050688,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",8,2.494458498,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Juga","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",7.2,125.761578,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Chloroperlidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",19.2,2.488243528,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Sweltsa","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",6.4,11.99804414,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",204.8,3.514649626,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",44.8,37.41531325,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Osobenus yakimae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",8,52.47354194,"Spring20"
"South Fork McKenzie River","Phase 4","Benthic",2020-05-29,1,"Pteronarcys californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies",14.4,538.9661737,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Amiocentrus aspilus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",7.208,0.187550419,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Brachycentrus americanus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",57.664,106.0510828,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Brachycentrus occidentalis","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",28.832,0.07208,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",7.208,2.671144237,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Glossosoma","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies",7.208,11.84131758,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",172.992,569.2199215,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Agraylea","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",7.208,3.893844888,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",28.832,3.652666642,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Hydroptila","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",7.208,0.913166661,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Dicosmoecus gilvipes","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",1.6,101.0112846,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Rhyacophila betteni group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",0.8,8.917405313,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",1.6,23.49979683,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Dicranota","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",7.208,1.563692516,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Clinocera","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",7.208,0.227316472,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",7.208,2.343074884,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Anafroptilum","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",7.208,0.532314348,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",281.112,98.28604386,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",367.608,36.40175918,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Attenella delantala","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",64.872,49.08185096,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Drunella flavilinea","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",64.872,47.79820497,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",36.04,64.48669539,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",511.768,453.4721447,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Epeorus albertae group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",252.28,37.27114959,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Epeorus longimanus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",7.208,16.54392435,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",93.704,19.56628677,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",50.456,0.924146752,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Paracladopelma","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",7.208,0.875571838,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",14.416,1.363862344,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",122.536,5.976256228,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Stempellinella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",86.496,0.95513339,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Tanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",86.496,3.341907694,"Spring20"
"South Fork McKenzie River","Disturbed","Benthic",2020-05-04,2,"Diamesa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",14.416,1.105564302,"Spring20"
